line_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total,cost_amount,margin_amount
LI-00062641,ORD-0021464,P-00011,1,4237.65,0.0,4237.65,3322.73,914.92
LI-00062642,ORD-0021465,P-00657,1,12989.91,0.0,12989.91,8816.34,4173.57
LI-00062643,ORD-0021465,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062644,ORD-0021465,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062645,ORD-0021466,P-00804,2,9663.26,0.0,19326.52,12259.93,7066.59
LI-00062646,ORD-0021466,P-00802,1,4267.59,8.0,4267.59,2995.56,1272.03
LI-00062647,ORD-0021466,P-00806,1,2431.49,5.0,2431.49,1629.23,802.26
LI-00062648,ORD-0021467,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062649,ORD-0021467,P-00926,3,842.65,10.0,2527.95,2204.89,323.06
LI-00062650,ORD-0021467,P-00924,1,2343.01,0.0,2343.01,1868.29,474.72
LI-00062651,ORD-0021467,P-00924,1,2343.01,0.0,2343.01,1868.29,474.72
LI-00062652,ORD-0021467,P-00931,1,2210.76,0.0,2210.76,1803.5,407.26
LI-00062653,ORD-0021468,P-00808,1,5467.98,0.0,5467.98,3766.66,1701.32
LI-00062654,ORD-0021468,P-00816,1,6074.96,0.0,6074.96,3886.99,2187.97
LI-00062655,ORD-0021469,P-00435,1,1430.92,5.0,1430.92,1058.39,372.53
LI-00062656,ORD-0021470,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062657,ORD-0021470,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00062658,ORD-0021470,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062659,ORD-0021470,P-00466,2,5583.23,8.0,11166.46,8162.01,3004.45
LI-00062660,ORD-0021471,P-00942,1,2674.65,5.0,2674.65,2249.92,424.73
LI-00062661,ORD-0021472,P-00117,1,3500.7,8.0,3500.7,3117.31,383.39
LI-00062662,ORD-0021472,P-00067,1,5313.48,0.0,5313.48,4283.21,1030.27
LI-00062663,ORD-0021472,P-00071,1,11979.92,10.0,11979.92,10894.13,1085.79
LI-00062664,ORD-0021472,P-00016,1,3451.95,0.0,3451.95,2796.91,655.04
LI-00062665,ORD-0021472,P-00002,1,2843.86,8.0,2843.86,2495.38,348.48
LI-00062666,ORD-0021473,P-00367,1,4140.99,0.0,4140.99,3249.75,891.24
LI-00062667,ORD-0021473,P-00001,2,4492.14,5.0,8984.28,7672.16,1312.12
LI-00062668,ORD-0021473,P-00064,1,3449.28,8.0,3449.28,2978.47,470.81
LI-00062669,ORD-0021473,P-00671,1,7107.54,0.0,7107.54,4342.49,2765.05
LI-00062670,ORD-0021473,P-00084,1,6629.43,0.0,6629.43,5281.97,1347.46
LI-00062671,ORD-0021473,P-00651,1,3479.86,10.0,3479.86,2615.18,864.68
LI-00062672,ORD-0021474,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062673,ORD-0021474,P-00017,2,4366.16,0.0,8732.32,7092.23,1640.09
LI-00062674,ORD-0021474,P-00816,1,6074.96,0.0,6074.96,3886.99,2187.97
LI-00062675,ORD-0021474,P-00275,1,2860.64,0.0,2860.64,2281.07,579.57
LI-00062676,ORD-0021475,P-00055,1,2534.54,0.0,2534.54,2051.45,483.09
LI-00062677,ORD-0021475,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062678,ORD-0021475,P-00005,1,3996.28,0.0,3996.28,3221.8,774.48
LI-00062679,ORD-0021475,P-00423,1,4931.67,0.0,4931.67,3327.0,1604.67
LI-00062680,ORD-0021475,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062681,ORD-0021476,P-00005,1,3796.46,5.0,3796.46,3221.8,574.66
LI-00062682,ORD-0021476,P-00121,1,4453.74,0.0,4453.74,3488.98,964.76
LI-00062683,ORD-0021476,P-00921,1,1228.86,8.0,1228.86,1132.08,96.78
LI-00062684,ORD-0021477,P-00046,1,9827.38,0.0,9827.38,7780.91,2046.47
LI-00062685,ORD-0021477,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062686,ORD-0021477,P-00022,2,5113.58,0.0,10227.16,8214.7,2012.46
LI-00062687,ORD-0021477,P-00027,2,4723.94,0.0,9447.88,7583.51,1864.37
LI-00062688,ORD-0021478,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062689,ORD-0021478,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062690,ORD-0021478,P-00925,1,4214.68,0.0,4214.68,3519.06,695.62
LI-00062691,ORD-0021478,P-00922,1,1560.12,5.0,1560.12,1361.17,198.95
LI-00062692,ORD-0021479,P-00935,1,3718.95,0.0,3718.95,3051.99,666.96
LI-00062693,ORD-0021479,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062694,ORD-0021479,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062695,ORD-0021480,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062696,ORD-0021481,P-00802,1,4638.68,0.0,4638.68,2995.56,1643.12
LI-00062697,ORD-0021481,P-00801,2,3465.03,5.0,6930.06,4605.22,2324.84
LI-00062698,ORD-0021482,P-00062,1,3602.36,0.0,3602.36,2902.29,700.07
LI-00062699,ORD-0021482,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062700,ORD-0021483,P-00506,1,1941.98,0.0,1941.98,1395.16,546.82
LI-00062701,ORD-0021483,P-00003,1,1189.16,10.0,1189.16,1071.74,117.42
LI-00062702,ORD-0021483,P-00629,1,1118.91,0.0,1118.91,781.6,337.31
LI-00062703,ORD-0021484,P-00804,3,9663.26,0.0,28989.78,18389.89,10599.89
LI-00062704,ORD-0021484,P-00804,1,9663.26,0.0,9663.26,6129.96,3533.3
LI-00062705,ORD-0021484,P-00811,1,4303.86,0.0,4303.86,2953.55,1350.31
LI-00062706,ORD-0021485,P-00002,1,2843.86,8.0,2843.86,2495.38,348.48
LI-00062707,ORD-0021486,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062708,ORD-0021487,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062709,ORD-0021487,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062710,ORD-0021487,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00062711,ORD-0021487,P-00651,3,3479.86,10.0,10439.58,7845.53,2594.05
LI-00062712,ORD-0021488,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00062713,ORD-0021488,P-00808,2,5467.98,0.0,10935.96,7533.32,3402.64
LI-00062714,ORD-0021488,P-00832,2,4241.56,0.0,8483.12,5691.73,2791.39
LI-00062715,ORD-0021488,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00062716,ORD-0021488,P-00837,1,5249.58,0.0,5249.58,3603.79,1645.79
LI-00062717,ORD-0021489,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00062718,ORD-0021489,P-00713,1,3901.42,8.0,3901.42,2844.08,1057.34
LI-00062719,ORD-0021490,P-00005,1,3676.58,8.0,3676.58,3221.8,454.78
LI-00062720,ORD-0021490,P-00058,1,2098.26,0.0,2098.26,1655.4,442.86
LI-00062721,ORD-0021490,P-00048,1,3611.56,8.0,3611.56,3097.02,514.54
LI-00062722,ORD-0021491,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00062723,ORD-0021491,P-00423,1,4438.5,10.0,4438.5,3327.0,1111.5
LI-00062724,ORD-0021491,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00062725,ORD-0021492,P-00653,1,8010.1,5.0,8010.1,5343.74,2666.36
LI-00062726,ORD-0021492,P-00651,2,3866.52,0.0,7733.04,5230.35,2502.69
LI-00062727,ORD-0021493,P-00221,1,2795.13,0.0,2795.13,2253.3,541.83
LI-00062728,ORD-0021493,P-00016,1,3451.95,0.0,3451.95,2796.91,655.04
LI-00062729,ORD-0021493,P-00001,1,4350.28,8.0,4350.28,3836.08,514.2
LI-00062730,ORD-0021493,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062731,ORD-0021494,P-00002,1,3091.15,0.0,3091.15,2495.38,595.77
LI-00062732,ORD-0021494,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062733,ORD-0021495,P-00425,2,5093.24,10.0,10186.48,7686.75,2499.73
LI-00062734,ORD-0021495,P-00652,1,6583.15,0.0,6583.15,4123.01,2460.14
LI-00062735,ORD-0021496,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062736,ORD-0021496,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00062737,ORD-0021496,P-00921,2,1335.71,0.0,2671.42,2264.16,407.26
LI-00062738,ORD-0021497,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00062739,ORD-0021498,P-00461,1,2259.18,0.0,2259.18,1601.11,658.07
LI-00062740,ORD-0021498,P-00813,2,3631.2,0.0,7262.4,4808.14,2454.26
LI-00062741,ORD-0021499,P-00426,1,1615.53,0.0,1615.53,1065.15,550.38
LI-00062742,ORD-0021499,P-00421,2,2132.26,10.0,4264.52,3211.48,1053.04
LI-00062743,ORD-0021499,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062744,ORD-0021500,P-00801,1,3465.03,5.0,3465.03,2302.61,1162.42
LI-00062745,ORD-0021500,P-00803,3,3359.85,5.0,10079.55,6706.51,3373.04
LI-00062746,ORD-0021501,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062747,ORD-0021501,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00062748,ORD-0021502,P-00421,1,2132.26,10.0,2132.26,1605.74,526.52
LI-00062749,ORD-0021502,P-00467,2,1568.36,0.0,3136.72,2138.49,998.23
LI-00062750,ORD-0021502,P-00426,1,1615.53,0.0,1615.53,1065.15,550.38
LI-00062751,ORD-0021502,P-00578,1,746.58,8.0,746.58,566.57,180.01
LI-00062752,ORD-0021503,P-00652,1,6056.5,8.0,6056.5,4123.01,1933.49
LI-00062753,ORD-0021503,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062754,ORD-0021503,P-00768,2,7310.64,0.0,14621.28,9792.14,4829.14
LI-00062755,ORD-0021504,P-00944,1,2552.16,0.0,2552.16,2016.03,536.13
LI-00062756,ORD-0021504,P-00922,1,1642.23,0.0,1642.23,1361.17,281.06
LI-00062757,ORD-0021504,P-00700,1,9335.57,0.0,9335.57,5658.09,3677.48
LI-00062758,ORD-0021504,P-00921,1,1268.93,5.0,1268.93,1132.08,136.85
LI-00062759,ORD-0021505,P-00804,1,9663.26,0.0,9663.26,6129.96,3533.3
LI-00062760,ORD-0021505,P-00822,1,5670.55,0.0,5670.55,3643.3,2027.25
LI-00062761,ORD-0021506,P-00201,1,2137.78,0.0,2137.78,1728.56,409.22
LI-00062762,ORD-0021506,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00062763,ORD-0021506,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062764,ORD-0021507,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062765,ORD-0021507,P-00066,1,12795.22,8.0,12795.22,11058.43,1736.79
LI-00062766,ORD-0021507,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062767,ORD-0021508,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062768,ORD-0021508,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062769,ORD-0021508,P-00456,1,1080.28,0.0,1080.28,770.03,310.25
LI-00062770,ORD-0021509,P-00004,1,5331.46,10.0,5331.46,4691.01,640.45
LI-00062771,ORD-0021509,P-00001,3,4728.57,0.0,14185.71,11508.23,2677.48
LI-00062772,ORD-0021510,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062773,ORD-0021510,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062774,ORD-0021510,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062775,ORD-0021511,P-00006,1,4396.3,8.0,4396.3,3872.21,524.09
LI-00062776,ORD-0021511,P-00251,1,4754.2,0.0,4754.2,3760.43,993.77
LI-00062777,ORD-0021511,P-00006,2,4778.59,0.0,9557.18,7744.42,1812.76
LI-00062778,ORD-0021511,P-00421,1,2132.26,10.0,2132.26,1605.74,526.52
LI-00062779,ORD-0021512,P-00802,1,4638.68,0.0,4638.68,2995.56,1643.12
LI-00062780,ORD-0021512,P-00817,1,2573.52,0.0,2573.52,1627.28,946.24
LI-00062781,ORD-0021512,P-00046,1,9827.38,0.0,9827.38,7780.91,2046.47
LI-00062782,ORD-0021512,P-00810,1,4300.48,0.0,4300.48,2964.77,1335.71
LI-00062783,ORD-0021512,P-00802,1,4267.59,8.0,4267.59,2995.56,1272.03
LI-00062784,ORD-0021513,P-00441,1,1585.27,0.0,1585.27,1045.39,539.88
LI-00062785,ORD-0021513,P-00421,2,2369.18,0.0,4738.36,3211.48,1526.88
LI-00062786,ORD-0021514,P-00424,2,4175.17,0.0,8350.34,5600.95,2749.39
LI-00062787,ORD-0021514,P-00808,1,5467.98,0.0,5467.98,3766.66,1701.32
LI-00062788,ORD-0021514,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00062789,ORD-0021514,P-00004,2,5627.65,5.0,11255.3,9382.02,1873.28
LI-00062790,ORD-0021514,P-00635,1,1587.23,0.0,1587.23,1138.49,448.74
LI-00062791,ORD-0021515,P-00700,1,9335.57,0.0,9335.57,5658.09,3677.48
LI-00062792,ORD-0021515,P-00651,3,3866.52,0.0,11599.56,7845.53,3754.03
LI-00062793,ORD-0021515,P-00665,2,9198.68,0.0,18397.36,12021.76,6375.6
LI-00062794,ORD-0021516,P-00018,1,19420.33,0.0,19420.33,15152.07,4268.26
LI-00062795,ORD-0021516,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062796,ORD-0021516,P-00005,3,3996.28,0.0,11988.84,9665.4,2323.44
LI-00062797,ORD-0021517,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062798,ORD-0021517,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062799,ORD-0021517,P-00458,1,3580.47,0.0,3580.47,2367.93,1212.54
LI-00062800,ORD-0021517,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062801,ORD-0021518,P-00808,2,5467.98,0.0,10935.96,7533.32,3402.64
LI-00062802,ORD-0021518,P-00921,1,1268.93,5.0,1268.93,1132.08,136.85
LI-00062803,ORD-0021519,P-00726,1,8582.5,8.0,8582.5,5726.97,2855.53
LI-00062804,ORD-0021519,P-00653,1,8431.68,0.0,8431.68,5343.74,3087.94
LI-00062805,ORD-0021519,P-00675,2,4171.43,0.0,8342.86,5377.74,2965.12
LI-00062806,ORD-0021520,P-00817,1,2444.85,5.0,2444.85,1627.28,817.57
LI-00062807,ORD-0021520,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00062808,ORD-0021521,P-00060,1,8514.37,8.0,8514.37,7220.04,1294.33
LI-00062809,ORD-0021521,P-00429,2,2183.35,0.0,4366.7,3066.58,1300.12
LI-00062810,ORD-0021521,P-00211,1,1958.36,0.0,1958.36,1549.13,409.23
LI-00062811,ORD-0021521,P-00302,1,7253.86,0.0,7253.86,5859.76,1394.1
LI-00062812,ORD-0021521,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062813,ORD-0021521,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00062814,ORD-0021522,P-00001,1,4255.71,10.0,4255.71,3836.08,419.63
LI-00062815,ORD-0021522,P-00041,1,3711.48,0.0,3711.48,3035.43,676.05
LI-00062816,ORD-0021523,P-00151,1,7263.65,0.0,7263.65,5799.24,1464.41
LI-00062817,ORD-0021524,P-00004,1,5449.93,8.0,5449.93,4691.01,758.92
LI-00062818,ORD-0021524,P-00862,1,4368.33,10.0,4368.33,3202.58,1165.75
LI-00062819,ORD-0021524,P-00003,1,1321.29,0.0,1321.29,1071.74,249.55
LI-00062820,ORD-0021524,P-00802,1,4638.68,0.0,4638.68,2995.56,1643.12
LI-00062821,ORD-0021525,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00062822,ORD-0021525,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00062823,ORD-0021525,P-00058,1,2098.26,0.0,2098.26,1655.4,442.86
LI-00062824,ORD-0021526,P-00652,1,6253.99,5.0,6253.99,4123.01,2130.98
LI-00062825,ORD-0021526,P-00004,1,5627.65,5.0,5627.65,4691.01,936.64
LI-00062826,ORD-0021526,P-00654,1,10881.85,0.0,10881.85,6992.55,3889.3
LI-00062827,ORD-0021526,P-00001,2,4728.57,0.0,9457.14,7672.16,1784.98
LI-00062828,ORD-0021526,P-00651,2,3557.19,8.0,7114.38,5230.35,1884.03
LI-00062829,ORD-0021526,P-00686,1,2754.02,0.0,2754.02,1719.66,1034.36
LI-00062830,ORD-0021527,P-00076,1,2174.27,0.0,2174.27,1775.19,399.08
LI-00062831,ORD-0021527,P-00005,1,3996.28,0.0,3996.28,3221.8,774.48
LI-00062832,ORD-0021527,P-00428,1,1310.08,0.0,1310.08,889.29,420.79
LI-00062833,ORD-0021528,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062834,ORD-0021528,P-00015,1,9755.29,0.0,9755.29,7718.08,2037.21
LI-00062835,ORD-0021528,P-00619,1,1914.03,0.0,1914.03,1273.41,640.62
LI-00062836,ORD-0021528,P-00003,2,1321.29,0.0,2642.58,2143.48,499.1
LI-00062837,ORD-0021528,P-00438,3,1213.25,0.0,3639.75,2383.24,1256.51
LI-00062838,ORD-0021529,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062839,ORD-0021529,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062840,ORD-0021529,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062841,ORD-0021530,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062842,ORD-0021530,P-00680,1,4932.12,8.0,4932.12,3260.07,1672.05
LI-00062843,ORD-0021530,P-00653,1,8431.68,0.0,8431.68,5343.74,3087.94
LI-00062844,ORD-0021531,P-00058,1,2098.26,0.0,2098.26,1655.4,442.86
LI-00062845,ORD-0021532,P-00190,2,5556.45,0.0,11112.9,8838.06,2274.84
LI-00062846,ORD-0021533,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062847,ORD-0021533,P-00654,2,10881.85,0.0,21763.7,13985.1,7778.6
LI-00062848,ORD-0021533,P-00427,2,6275.21,0.0,12550.42,8849.09,3701.33
LI-00062849,ORD-0021533,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062850,ORD-0021533,P-00007,2,4872.22,0.0,9744.44,7672.16,2072.28
LI-00062851,ORD-0021534,P-00802,2,4638.68,0.0,9277.36,5991.12,3286.24
LI-00062852,ORD-0021534,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062853,ORD-0021534,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00062854,ORD-0021534,P-00806,1,2431.49,5.0,2431.49,1629.23,802.26
LI-00062855,ORD-0021534,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00062856,ORD-0021535,P-00844,2,2566.77,5.0,5133.54,3691.72,1441.82
LI-00062857,ORD-0021535,P-00003,1,1255.23,5.0,1255.23,1071.74,183.49
LI-00062858,ORD-0021535,P-00805,2,5294.25,0.0,10588.5,6979.02,3609.48
LI-00062859,ORD-0021536,P-00500,1,2066.22,0.0,2066.22,1368.46,697.76
LI-00062860,ORD-0021537,P-00574,1,2187.83,8.0,2187.83,1663.05,524.78
LI-00062861,ORD-0021537,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00062862,ORD-0021537,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062863,ORD-0021537,P-00002,3,3091.15,0.0,9273.45,7486.15,1787.3
LI-00062864,ORD-0021538,P-00422,2,2211.29,0.0,4422.58,3163.06,1259.52
LI-00062865,ORD-0021538,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062866,ORD-0021538,P-00005,1,3996.28,0.0,3996.28,3221.8,774.48
LI-00062867,ORD-0021539,P-00997,1,1306.52,0.0,1306.52,1095.59,210.93
LI-00062868,ORD-0021540,P-00898,1,3336.43,0.0,3336.43,2169.11,1167.32
LI-00062869,ORD-0021540,P-00870,1,1427.03,0.0,1427.03,996.62,430.41
LI-00062870,ORD-0021540,P-00830,2,2955.69,0.0,5911.38,4080.47,1830.91
LI-00062871,ORD-0021541,P-00925,1,4214.68,0.0,4214.68,3519.06,695.62
LI-00062872,ORD-0021541,P-00921,1,1268.93,5.0,1268.93,1132.08,136.85
LI-00062873,ORD-0021541,P-00938,1,1337.67,0.0,1337.67,1088.83,248.84
LI-00062874,ORD-0021541,P-00927,1,1040.59,0.0,1040.59,866.86,173.73
LI-00062875,ORD-0021542,P-00048,2,3925.61,0.0,7851.22,6194.04,1657.18
LI-00062876,ORD-0021542,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062877,ORD-0021543,P-00445,1,1751.88,0.0,1751.88,1200.08,551.8
LI-00062878,ORD-0021543,P-00422,1,2100.73,5.0,2100.73,1581.53,519.2
LI-00062879,ORD-0021543,P-00428,2,1310.08,0.0,2620.16,1778.58,841.58
LI-00062880,ORD-0021543,P-00443,1,3520.48,0.0,3520.48,2377.55,1142.93
LI-00062881,ORD-0021543,P-00422,2,2211.29,0.0,4422.58,3163.06,1259.52
LI-00062882,ORD-0021544,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00062883,ORD-0021544,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062884,ORD-0021544,P-00002,1,3091.15,0.0,3091.15,2495.38,595.77
LI-00062885,ORD-0021545,P-00631,1,2666.05,10.0,2666.05,1989.68,676.37
LI-00062886,ORD-0021545,P-00444,1,1897.3,0.0,1897.3,1307.23,590.07
LI-00062887,ORD-0021545,P-00656,1,4208.63,0.0,4208.63,2717.17,1491.46
LI-00062888,ORD-0021546,P-00523,1,2534.3,5.0,2534.3,1906.02,628.28
LI-00062889,ORD-0021547,P-00651,1,3866.52,0.0,3866.52,2615.18,1251.34
LI-00062890,ORD-0021548,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062891,ORD-0021548,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062892,ORD-0021548,P-00040,1,3707.92,0.0,3707.92,2928.63,779.29
LI-00062893,ORD-0021548,P-00582,1,1238.83,5.0,1238.83,921.68,317.15
LI-00062894,ORD-0021549,P-00615,1,2503.39,0.0,2503.39,1795.13,708.26
LI-00062895,ORD-0021549,P-00424,1,4175.17,0.0,4175.17,2800.47,1374.7
LI-00062896,ORD-0021549,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062897,ORD-0021550,P-00006,1,4778.59,0.0,4778.59,3872.21,906.38
LI-00062898,ORD-0021550,P-00421,1,2250.72,5.0,2250.72,1605.74,644.98
LI-00062899,ORD-0021550,P-00112,1,3177.12,0.0,3177.12,2515.85,661.27
LI-00062900,ORD-0021551,P-00802,2,4638.68,0.0,9277.36,5991.12,3286.24
LI-00062901,ORD-0021551,P-00431,2,1942.19,8.0,3884.38,3012.47,871.91
LI-00062902,ORD-0021552,P-00803,1,3536.68,0.0,3536.68,2235.5,1301.18
LI-00062903,ORD-0021552,P-00698,3,8301.39,0.0,24904.17,14949.33,9954.84
LI-00062904,ORD-0021553,P-00013,1,6874.82,10.0,6874.82,6149.9,724.92
LI-00062905,ORD-0021554,P-00001,2,4350.28,8.0,8700.56,7672.16,1028.4
LI-00062906,ORD-0021554,P-00002,1,2936.59,5.0,2936.59,2495.38,441.21
LI-00062907,ORD-0021555,P-00653,1,8431.68,0.0,8431.68,5343.74,3087.94
LI-00062908,ORD-0021555,P-00652,1,6253.99,5.0,6253.99,4123.01,2130.98
LI-00062909,ORD-0021555,P-00653,1,8431.68,0.0,8431.68,5343.74,3087.94
LI-00062910,ORD-0021555,P-00664,1,3318.1,0.0,3318.1,2244.4,1073.7
LI-00062911,ORD-0021556,P-00047,1,8876.5,0.0,8876.5,6942.36,1934.14
LI-00062912,ORD-0021556,P-00002,2,3091.15,0.0,6182.3,4990.76,1191.54
LI-00062913,ORD-0021556,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062914,ORD-0021556,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062915,ORD-0021556,P-00002,1,3091.15,0.0,3091.15,2495.38,595.77
LI-00062916,ORD-0021556,P-00003,2,1321.29,0.0,2642.58,2143.48,499.1
LI-00062917,ORD-0021557,P-00921,1,1228.86,8.0,1228.86,1132.08,96.78
LI-00062918,ORD-0021557,P-00921,1,1335.71,0.0,1335.71,1132.08,203.63
LI-00062919,ORD-0021557,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062920,ORD-0021557,P-00977,1,1702.93,0.0,1702.93,1371.13,331.8
LI-00062921,ORD-0021558,P-00607,1,1655.4,0.0,1655.4,1136.71,518.69
LI-00062922,ORD-0021558,P-00421,3,2369.18,0.0,7107.54,4817.21,2290.33
LI-00062923,ORD-0021558,P-00423,2,4931.67,0.0,9863.34,6654.0,3209.34
LI-00062924,ORD-0021558,P-00422,1,2211.29,0.0,2211.29,1581.53,629.76
LI-00062925,ORD-0021559,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062926,ORD-0021559,P-00050,1,4574.8,8.0,4574.8,3961.57,613.23
LI-00062927,ORD-0021560,P-00651,2,3866.52,0.0,7733.04,5230.35,2502.69
LI-00062928,ORD-0021560,P-00656,1,4208.63,0.0,4208.63,2717.17,1491.46
LI-00062929,ORD-0021561,P-00216,1,6009.1,0.0,6009.1,4751.89,1257.21
LI-00062930,ORD-0021561,P-00005,2,3996.28,0.0,7992.56,6443.6,1548.96
LI-00062931,ORD-0021562,P-00006,1,4539.66,5.0,4539.66,3872.21,667.45
LI-00062932,ORD-0021562,P-00048,2,3925.61,0.0,7851.22,6194.04,1657.18
LI-00062933,ORD-0021562,P-00004,1,5923.84,0.0,5923.84,4691.01,1232.83
LI-00062934,ORD-0021562,P-00013,1,7638.69,0.0,7638.69,6149.9,1488.79
LI-00062935,ORD-0021562,P-00040,2,3707.92,0.0,7415.84,5857.27,1558.57
LI-00062936,ORD-0021563,P-00733,1,4054.66,0.0,4054.66,2563.2,1491.46
LI-00062937,ORD-0021563,P-00001,1,4728.57,0.0,4728.57,3836.08,892.49
LI-00062938,ORD-0021563,P-00068,1,3917.96,0.0,3917.96,3192.61,725.35
LI-00062939,ORD-0021564,P-00421,1,2369.18,0.0,2369.18,1605.74,763.44
LI-00062940,ORD-0021565,P-00804,1,9663.26,0.0,9663.26,6129.96,3533.3
LI-00062941,ORD-0021565,P-00801,1,3465.03,5.0,3465.03,2302.61,1162.42
LI-00062942,ORD-0021565,P-00801,1,3647.4,0.0,3647.4,2302.61,1344.79
LI-00062943,ORD-0021565,P-00922,1,1642.23,0.0,1642.23,1361.17,281.06
LI-00062944,ORD-0021566,P-00445,1,1664.28,5.0,1664.28,1200.08,464.2
LI-00062945,ORD-0021566,P-00482,1,1178.36,0.0,1178.36,810.08,368.28
LI-00062946,ORD-0021567,P-00421,1,2179.65,8.0,2179.65,1605.74,573.91
LI-00062947,ORD-0021568,P-00001,1,4492.14,5.0,4492.14,3836.08,656.06
