product_id,product_name,brand,category,sub_type,therapeutic_area,is_generic,mrp,cost_price,margin_pct,requires_prescription,is_scheduled
P-00458,Strepsils Lozenges 480,Strepsils,OTC Medicines,Lozenges,,False,201.15,133.03,33.9,False,False
P-00459,Dabur Powder 381,Dabur,OTC Medicines,Powder,,False,37.59,25.17,33.1,False,False
P-00460,Volini Tablet 606,Volini,OTC Medicines,Tablet,,False,70.43,47.06,33.2,False,False
P-00461,Himalaya Spray 298,Himalaya,OTC Medicines,Spray,,False,126.92,89.95,29.1,False,False
P-00462,Cipla Gel 643,Cipla,OTC Medicines,Gel,,False,287.09,188.99,34.2,False,False
P-00463,Strepsils Cream 215,Strepsils,OTC Medicines,Cream,,False,126.52,85.71,32.3,False,False
P-00464,Volini Lozenges 136,Volini,OTC Medicines,Lozenges,,False,55.92,39.31,29.7,False,False
P-00465,Dabur Drops 967,Dabur,OTC Medicines,Drops,,False,199.97,138.16,30.9,False,False
P-00466,Cipla Cream 945,Cipla,OTC Medicines,Cream,,False,340.94,229.27,32.8,False,False
P-00467,Strepsils Tablet 906,Strepsils,OTC Medicines,Tablet,,False,88.11,60.07,31.8,False,False
P-00468,Himalaya Tablet 326,Himalaya,OTC Medicines,Tablet,,False,70.57,48.36,31.5,False,False
P-00469,Volini Ointment 314,Volini,OTC Medicines,Ointment,,False,72.94,50.52,30.7,False,False
P-00470,Dabur Lozenges 112,Dabur,OTC Medicines,Lozenges,,False,166.18,110.66,33.4,False,False
P-00471,Vicks Tablet 638,Vicks,OTC Medicines,Tablet,,False,117.29,79.85,31.9,False,False
P-00472,Burnol Gel 34,Burnol,OTC Medicines,Gel,,False,81.86,57.49,29.8,False,False
P-00473,Crocin Powder 345,Crocin,OTC Medicines,Powder,,False,223.57,148.12,33.7,False,False
P-00474,Benadryl Cream 639,Benadryl,OTC Medicines,Cream,,False,128.19,91.15,28.9,False,False
P-00475,Benadryl Lozenges 438,Benadryl,OTC Medicines,Lozenges,,False,62.05,40.96,34.0,False,False
P-00476,Dabur Spray 66,Dabur,OTC Medicines,Spray,,False,108.42,74.95,30.9,False,False
P-00477,Moov Syrup 543,Moov,OTC Medicines,Syrup,,False,117.46,84.02,28.5,False,False
P-00478,Crocin Powder 344,Crocin,OTC Medicines,Powder,,False,123.53,82.52,33.2,False,False
P-00479,Dettol Balm 566,Dettol,OTC Medicines,Balm,,False,88.6,61.46,30.6,False,False
P-00480,Crocin Balm 644,Crocin,OTC Medicines,Balm,,False,133.37,86.72,35.0,False,False
P-00481,Strepsils Cream 68,Strepsils,OTC Medicines,Cream,,False,87.34,60.61,30.6,False,False
P-00482,Volini Balm 893,Volini,OTC Medicines,Balm,,False,66.2,45.51,31.2,False,False
P-00483,Burnol Gel 907,Burnol,OTC Medicines,Gel,,False,160.49,111.29,30.7,False,False
P-00484,Cipla Powder 133,Cipla,OTC Medicines,Powder,,False,108.4,78.01,28.0,False,False
P-00485,Himalaya Ointment 259,Himalaya,OTC Medicines,Ointment,,False,83.13,55.39,33.4,False,False
P-00486,Strepsils Spray 839,Strepsils,OTC Medicines,Spray,,False,125.02,85.45,31.6,False,False
P-00487,Volini Gel 101,Volini,OTC Medicines,Gel,,False,167.64,116.16,30.7,False,False
P-00488,Benadryl Drops 410,Benadryl,OTC Medicines,Drops,,False,75.83,50.62,33.2,False,False
P-00489,Volini Cream 766,Volini,OTC Medicines,Cream,,False,250.14,165.17,34.0,False,False
P-00490,Crocin Gel 454,Crocin,OTC Medicines,Gel,,False,100.34,70.09,30.1,False,False
P-00491,Burnol Drops 246,Burnol,OTC Medicines,Drops,,False,237.98,168.26,29.3,False,False
P-00492,Burnol Syrup 725,Burnol,OTC Medicines,Syrup,,False,49.76,34.35,31.0,False,False
P-00493,Strepsils Tablet 800,Strepsils,OTC Medicines,Tablet,,False,71.33,49.14,31.1,False,False
P-00494,Himalaya Tablet 815,Himalaya,OTC Medicines,Tablet,,False,135.33,94.86,29.9,False,False
P-00495,Benadryl Cream 694,Benadryl,OTC Medicines,Cream,,False,130.77,91.18,30.3,False,False
P-00496,Dettol Spray 790,Dettol,OTC Medicines,Spray,,False,158.24,106.24,32.9,False,False
P-00497,Burnol Balm 896,Burnol,OTC Medicines,Balm,,False,163.12,112.18,31.2,False,False
P-00498,Crocin Ointment 878,Crocin,OTC Medicines,Ointment,,False,156.29,111.56,28.6,False,False
P-00499,Zandu Tablet 79,Zandu,OTC Medicines,Tablet,,False,95.34,66.91,29.8,False,False
P-00500,Vicks Cream 837,Vicks,OTC Medicines,Cream,,False,116.08,76.88,33.8,False,False
P-00501,Moov Syrup 513,Moov,OTC Medicines,Syrup,,False,100.46,70.92,29.4,False,False
P-00502,Moov Lozenges 239,Moov,OTC Medicines,Lozenges,,False,244.14,158.76,35.0,False,False
P-00503,Himalaya Syrup 559,Himalaya,OTC Medicines,Syrup,,False,174.07,116.72,32.9,False,False
P-00504,Burnol Balm 966,Burnol,OTC Medicines,Balm,,False,161.17,105.85,34.3,False,False
P-00505,Burnol Gel 409,Burnol,OTC Medicines,Gel,,False,119.21,81.07,32.0,False,False
P-00506,Cipla Cream 708,Cipla,OTC Medicines,Cream,,False,109.1,78.38,28.2,False,False
P-00507,Vicks Cream 510,Vicks,OTC Medicines,Cream,,False,109.08,77.93,28.6,False,False
P-00508,Dabur Drops 471,Dabur,OTC Medicines,Drops,,False,117.81,84.7,28.1,False,False
P-00509,Moov Syrup 777,Moov,OTC Medicines,Syrup,,False,71.64,50.92,28.9,False,False
P-00510,Burnol Gel 217,Burnol,OTC Medicines,Gel,,False,209.38,142.5,31.9,False,False
P-00511,Vicks Spray 550,Vicks,OTC Medicines,Spray,,False,52.53,37.57,28.5,False,False
P-00512,Dabur Syrup 948,Dabur,OTC Medicines,Syrup,,False,57.4,38.49,33.0,False,False
P-00513,Benadryl Balm 704,Benadryl,OTC Medicines,Balm,,False,203.32,140.99,30.7,False,False
P-00514,Dettol Spray 910,Dettol,OTC Medicines,Spray,,False,132.55,89.56,32.4,False,False
P-00515,Dabur Spray 724,Dabur,OTC Medicines,Spray,,False,164.06,111.31,32.2,False,False
P-00516,Burnol Syrup 703,Burnol,OTC Medicines,Syrup,,False,186.81,129.76,30.5,False,False
P-00517,Himalaya Ointment 191,Himalaya,OTC Medicines,Ointment,,False,320.15,214.88,32.9,False,False
P-00518,Strepsils Drops 73,Strepsils,OTC Medicines,Drops,,False,120.22,85.24,29.1,False,False
P-00519,Volini Balm 763,Volini,OTC Medicines,Balm,,False,61.53,44.12,28.3,False,False
P-00520,Cipla Syrup 121,Cipla,OTC Medicines,Syrup,,False,98.78,70.99,28.1,False,False
P-00521,Cipla Lozenges 541,Cipla,OTC Medicines,Lozenges,,False,109.72,75.5,31.2,False,False
P-00522,Crocin Cream 99,Crocin,OTC Medicines,Cream,,False,63.66,42.99,32.5,False,False
P-00523,Himalaya Spray 596,Himalaya,OTC Medicines,Spray,,False,149.87,107.08,28.5,False,False
P-00524,Moov Ointment 669,Moov,OTC Medicines,Ointment,,False,201.94,137.0,32.2,False,False
P-00525,Moov Ointment 448,Moov,OTC Medicines,Ointment,,False,130.28,88.18,32.3,False,False
P-00526,Burnol Lozenges 964,Burnol,OTC Medicines,Lozenges,,False,113.78,77.93,31.5,False,False
P-00527,Moov Spray 188,Moov,OTC Medicines,Spray,,False,135.83,96.61,28.9,False,False
P-00528,Zandu Spray 760,Zandu,OTC Medicines,Spray,,False,132.18,86.87,34.3,False,False
P-00529,Volini Powder 285,Volini,OTC Medicines,Powder,,False,217.84,155.89,28.4,False,False
P-00530,Dettol Lozenges 277,Dettol,OTC Medicines,Lozenges,,False,113.01,77.92,31.0,False,False
P-00531,Cipla Tablet 373,Cipla,OTC Medicines,Tablet,,False,108.26,77.41,28.5,False,False
P-00532,Strepsils Syrup 59,Strepsils,OTC Medicines,Syrup,,False,82.62,56.74,31.3,False,False
P-00533,Crocin Ointment 119,Crocin,OTC Medicines,Ointment,,False,51.23,34.02,33.6,False,False
P-00534,Moov Ointment 48,Moov,OTC Medicines,Ointment,,False,95.21,67.69,28.9,False,False
P-00535,Dettol Tablet 803,Dettol,OTC Medicines,Tablet,,False,60.97,39.74,34.8,False,False
P-00536,Crocin Balm 969,Crocin,OTC Medicines,Balm,,False,72.67,51.58,29.0,False,False
P-00537,Crocin Ointment 105,Crocin,OTC Medicines,Ointment,,False,45.99,31.3,31.9,False,False
P-00538,Vicks Drops 137,Vicks,OTC Medicines,Drops,,False,111.32,74.07,33.5,False,False
P-00539,Moov Cream 499,Moov,OTC Medicines,Cream,,False,110.73,72.1,34.9,False,False
P-00540,Benadryl Lozenges 193,Benadryl,OTC Medicines,Lozenges,,False,201.42,144.22,28.4,False,False
P-00541,Himalaya Powder 981,Himalaya,OTC Medicines,Powder,,False,91.61,62.45,31.8,False,False
P-00542,Moov Tablet 280,Moov,OTC Medicines,Tablet,,False,69.51,45.85,34.0,False,False
P-00543,Volini Lozenges 227,Volini,OTC Medicines,Lozenges,,False,256.18,167.59,34.6,False,False
P-00544,Burnol Spray 729,Burnol,OTC Medicines,Spray,,False,143.51,98.41,31.4,False,False
P-00545,Benadryl Drops 27,Benadryl,OTC Medicines,Drops,,False,97.05,64.03,34.0,False,False
P-00546,Volini Lozenges 354,Volini,OTC Medicines,Lozenges,,False,201.42,138.62,31.2,False,False
P-00547,Moov Tablet 197,Moov,OTC Medicines,Tablet,,False,122.6,81.95,33.2,False,False
P-00548,Strepsils Drops 560,Strepsils,OTC Medicines,Drops,,False,235.06,165.46,29.6,False,False
P-00549,Moov Powder 129,Moov,OTC Medicines,Powder,,False,77.35,54.98,28.9,False,False
P-00550,Dettol Spray 421,Dettol,OTC Medicines,Spray,,False,194.12,135.98,30.0,False,False
P-00551,Dabur Drops 721,Dabur,OTC Medicines,Drops,,False,91.23,59.76,34.5,False,False
P-00552,Volini Ointment 15,Volini,OTC Medicines,Ointment,,False,182.03,126.33,30.6,False,False
P-00553,Dabur Gel 808,Dabur,OTC Medicines,Gel,,False,83.81,57.08,31.9,False,False
P-00554,Vicks Balm 946,Vicks,OTC Medicines,Balm,,False,106.94,71.96,32.7,False,False
P-00555,Vicks Gel 566,Vicks,OTC Medicines,Gel,,False,425.08,283.69,33.3,False,False
P-00556,Strepsils Syrup 509,Strepsils,OTC Medicines,Syrup,,False,163.97,117.44,28.4,False,False
P-00557,Cipla Drops 929,Cipla,OTC Medicines,Drops,,False,145.52,102.74,29.4,False,False
P-00558,Strepsils Ointment 118,Strepsils,OTC Medicines,Ointment,,False,52.19,34.21,34.4,False,False
P-00559,Volini Ointment 944,Volini,OTC Medicines,Ointment,,False,86.44,56.74,34.4,False,False
P-00560,Vicks Tablet 710,Vicks,OTC Medicines,Tablet,,False,83.18,55.39,33.4,False,False
P-00561,Volini Syrup 22,Volini,OTC Medicines,Syrup,,False,124.9,83.77,32.9,False,False
P-00562,Himalaya Syrup 990,Himalaya,OTC Medicines,Syrup,,False,268.64,190.21,29.2,False,False
P-00563,Vicks Lozenges 189,Vicks,OTC Medicines,Lozenges,,False,65.26,43.93,32.7,False,False
P-00564,Strepsils Spray 701,Strepsils,OTC Medicines,Spray,,False,166.37,119.2,28.4,False,False
P-00565,Cipla Powder 748,Cipla,OTC Medicines,Powder,,False,218.61,154.94,29.1,False,False
P-00566,Burnol Syrup 809,Burnol,OTC Medicines,Syrup,,False,107.57,75.83,29.5,False,False
P-00567,Dettol Tablet 676,Dettol,OTC Medicines,Tablet,,False,128.14,90.56,29.3,False,False
P-00568,Dettol Tablet 51,Dettol,OTC Medicines,Tablet,,False,125.3,84.86,32.3,False,False
P-00569,Dabur Lozenges 742,Dabur,OTC Medicines,Lozenges,,False,141.17,99.3,29.7,False,False
P-00570,Vicks Spray 577,Vicks,OTC Medicines,Spray,,False,96.0,63.51,33.8,False,False
P-00571,Crocin Drops 236,Crocin,OTC Medicines,Drops,,False,126.03,83.9,33.4,False,False
P-00572,Dabur Ointment 124,Dabur,OTC Medicines,Ointment,,False,229.39,164.68,28.2,False,False
P-00573,Himalaya Ointment 156,Himalaya,OTC Medicines,Ointment,,False,113.23,76.68,32.3,False,False
P-00574,Moov Drops 559,Moov,OTC Medicines,Drops,,False,133.6,93.43,30.1,False,False
P-00575,Volini Spray 308,Volini,OTC Medicines,Spray,,False,141.62,99.22,29.9,False,False
P-00576,Zandu Gel 579,Zandu,OTC Medicines,Gel,,False,156.68,107.81,31.2,False,False
P-00577,Cipla Powder 261,Cipla,OTC Medicines,Powder,,False,79.9,53.08,33.6,False,False
P-00578,Dabur Ointment 805,Dabur,OTC Medicines,Ointment,,False,45.59,31.83,30.2,False,False
P-00579,Cipla Gel 977,Cipla,OTC Medicines,Gel,,False,197.51,129.27,34.5,False,False
P-00580,Moov Syrup 501,Moov,OTC Medicines,Syrup,,False,95.03,62.24,34.5,False,False
P-00581,Burnol Powder 384,Burnol,OTC Medicines,Powder,,False,178.8,125.32,29.9,False,False
P-00582,Benadryl Syrup 929,Benadryl,OTC Medicines,Syrup,,False,73.26,51.78,29.3,False,False
P-00583,Crocin Gel 220,Crocin,OTC Medicines,Gel,,False,136.95,95.99,29.9,False,False
P-00584,Dabur Ointment 963,Dabur,OTC Medicines,Ointment,,False,172.45,114.3,33.7,False,False
P-00585,Burnol Tablet 360,Burnol,OTC Medicines,Tablet,,False,74.67,51.66,30.8,False,False
P-00586,Himalaya Balm 141,Himalaya,OTC Medicines,Balm,,False,287.49,191.75,33.3,False,False
P-00587,Volini Lozenges 908,Volini,OTC Medicines,Lozenges,,False,111.64,74.68,33.1,False,False
P-00588,Strepsils Spray 442,Strepsils,OTC Medicines,Spray,,False,74.74,51.56,31.0,False,False
P-00589,Zandu Drops 774,Zandu,OTC Medicines,Drops,,False,116.66,83.04,28.8,False,False
P-00590,Strepsils Gel 984,Strepsils,OTC Medicines,Gel,,False,62.58,44.46,29.0,False,False
P-00591,Benadryl Spray 884,Benadryl,OTC Medicines,Spray,,False,48.65,33.82,30.5,False,False
P-00592,Dettol Lozenges 539,Dettol,OTC Medicines,Lozenges,,False,238.51,160.73,32.6,False,False
P-00593,Vicks Cream 251,Vicks,OTC Medicines,Cream,,False,311.75,204.85,34.3,False,False
P-00594,Strepsils Powder 721,Strepsils,OTC Medicines,Powder,,False,179.91,117.66,34.6,False,False
P-00595,Volini Spray 206,Volini,OTC Medicines,Spray,,False,83.24,56.52,32.1,False,False
P-00596,Benadryl Syrup 709,Benadryl,OTC Medicines,Syrup,,False,105.99,70.83,33.2,False,False
P-00597,Dabur Lozenges 454,Dabur,OTC Medicines,Lozenges,,False,136.51,95.46,30.1,False,False
P-00598,Crocin Gel 624,Crocin,OTC Medicines,Gel,,False,64.5,42.86,33.6,False,False
P-00599,Strepsils Spray 866,Strepsils,OTC Medicines,Spray,,False,90.04,64.1,28.8,False,False
P-00600,Dettol Tablet 561,Dettol,OTC Medicines,Tablet,,False,97.28,66.92,31.2,False,False
P-00601,Vicks Tablet 414,Vicks,OTC Medicines,Tablet,,False,153.01,106.32,30.5,False,False
P-00602,Cipla Drops 217,Cipla,OTC Medicines,Drops,,False,55.36,38.01,31.3,False,False
P-00603,Moov Tablet 858,Moov,OTC Medicines,Tablet,,False,70.0,49.99,28.6,False,False
P-00604,Crocin Cream 248,Crocin,OTC Medicines,Cream,,False,87.28,61.49,29.5,False,False
P-00605,Moov Drops 684,Moov,OTC Medicines,Drops,,False,174.65,122.38,29.9,False,False
P-00606,Dettol Drops 579,Dettol,OTC Medicines,Drops,,False,170.14,114.41,32.8,False,False
P-00607,Cipla Lozenges 541,Cipla,OTC Medicines,Lozenges,,False,93.0,63.86,31.3,False,False
P-00608,Crocin Drops 763,Crocin,OTC Medicines,Drops,,False,122.08,82.31,32.6,False,False
P-00609,Himalaya Balm 393,Himalaya,OTC Medicines,Balm,,False,284.07,203.17,28.5,False,False
P-00610,Dettol Lozenges 584,Dettol,OTC Medicines,Lozenges,,False,154.01,105.36,31.6,False,False
P-00611,Burnol Cream 937,Burnol,OTC Medicines,Cream,,False,107.69,73.39,31.9,False,False
P-00612,Strepsils Ointment 390,Strepsils,OTC Medicines,Ointment,,False,87.56,61.08,30.2,False,False
P-00613,Cipla Lozenges 150,Cipla,OTC Medicines,Lozenges,,False,95.1,66.11,30.5,False,False
P-00614,Crocin Gel 942,Crocin,OTC Medicines,Gel,,False,103.87,70.88,31.8,False,False
P-00615,Zandu Ointment 438,Zandu,OTC Medicines,Ointment,,False,140.64,100.85,28.3,False,False
P-00616,Strepsils Syrup 767,Strepsils,OTC Medicines,Syrup,,False,101.6,69.19,31.9,False,False
P-00617,Moov Ointment 885,Moov,OTC Medicines,Ointment,,False,187.64,134.44,28.4,False,False
P-00618,Dabur Lozenges 322,Dabur,OTC Medicines,Lozenges,,False,93.61,63.24,32.4,False,False
P-00619,Dabur Gel 432,Dabur,OTC Medicines,Gel,,False,107.53,71.54,33.5,False,False
P-00620,Dettol Syrup 182,Dettol,OTC Medicines,Syrup,,False,114.78,76.02,33.8,False,False
P-00621,Volini Spray 15,Volini,OTC Medicines,Spray,,False,98.41,65.56,33.4,False,False
P-00622,Strepsils Syrup 899,Strepsils,OTC Medicines,Syrup,,False,105.07,73.82,29.7,False,False
P-00623,Benadryl Spray 456,Benadryl,OTC Medicines,Spray,,False,111.67,73.49,34.2,False,False
P-00624,Dabur Gel 410,Dabur,OTC Medicines,Gel,,False,132.82,95.57,28.0,False,False
P-00625,Zandu Balm 513,Zandu,OTC Medicines,Balm,,False,83.62,55.19,34.0,False,False
P-00626,Crocin Cream 989,Crocin,OTC Medicines,Cream,,False,86.06,56.26,34.6,False,False
P-00627,Crocin Lozenges 234,Crocin,OTC Medicines,Lozenges,,False,124.49,83.89,32.6,False,False
P-00628,Himalaya Tablet 850,Himalaya,OTC Medicines,Tablet,,False,101.42,70.86,30.1,False,False
P-00629,Volini Gel 265,Volini,OTC Medicines,Gel,,False,62.86,43.91,30.2,False,False
P-00630,Volini Powder 246,Volini,OTC Medicines,Powder,,False,159.76,113.24,29.1,False,False
P-00631,Moov Powder 615,Moov,OTC Medicines,Powder,,False,166.42,111.78,32.8,False,False
P-00632,Volini Powder 364,Volini,OTC Medicines,Powder,,False,185.12,132.61,28.4,False,False
P-00633,Zandu Syrup 223,Zandu,OTC Medicines,Syrup,,False,117.67,77.88,33.8,False,False
P-00634,Volini Lozenges 903,Volini,OTC Medicines,Lozenges,,False,116.3,81.58,29.9,False,False
P-00635,Himalaya Powder 250,Himalaya,OTC Medicines,Powder,,False,89.17,63.96,28.3,False,False
P-00636,Dabur Syrup 196,Dabur,OTC Medicines,Syrup,,False,113.79,75.09,34.0,False,False
P-00637,Strepsils Drops 307,Strepsils,OTC Medicines,Drops,,False,84.93,59.68,29.7,False,False
P-00638,Dettol Balm 651,Dettol,OTC Medicines,Balm,,False,202.36,131.91,34.8,False,False
P-00639,Strepsils Ointment 901,Strepsils,OTC Medicines,Ointment,,False,106.34,72.47,31.8,False,False
P-00640,Dettol Tablet 474,Dettol,OTC Medicines,Tablet,,False,177.24,124.86,29.6,False,False
P-00641,Moov Balm 85,Moov,OTC Medicines,Balm,,False,113.54,79.07,30.4,False,False
P-00642,Vicks Lozenges 979,Vicks,OTC Medicines,Lozenges,,False,76.64,54.05,29.5,False,False
P-00643,Volini Balm 237,Volini,OTC Medicines,Balm,,False,28.05,19.54,30.3,False,False
P-00644,Zandu Cream 30,Zandu,OTC Medicines,Cream,,False,99.49,70.13,29.5,False,False
P-00645,Vicks Lozenges 173,Vicks,OTC Medicines,Lozenges,,False,110.11,77.21,29.9,False,False
P-00646,Himalaya Drops 155,Himalaya,OTC Medicines,Drops,,False,110.24,78.4,28.9,False,False
P-00647,Vicks Drops 662,Vicks,OTC Medicines,Drops,,False,114.34,76.74,32.9,False,False
P-00648,Burnol Drops 543,Burnol,OTC Medicines,Drops,,False,97.47,68.41,29.8,False,False
P-00649,Zandu Balm 559,Zandu,OTC Medicines,Balm,,False,83.02,59.13,28.8,False,False
P-00650,Crocin Balm 450,Crocin,OTC Medicines,Balm,,False,99.9,67.23,32.7,False,False
P-00651,Herbalife Capsule 864,Herbalife,Wellness,Capsule,,False,217.22,146.92,32.4,False,False
P-00652,HealthKart Drink Mix 998,HealthKart,Wellness,Drink Mix,,False,369.84,231.63,37.4,False,False
P-00653,Patanjali Oil 198,Patanjali,Wellness,Oil,,False,473.69,300.21,36.6,False,False
P-00654,Amway Gummies 843,Amway,Wellness,Gummies,,False,611.34,392.84,35.7,False,False
P-00655,Herbalife Powder 153,Herbalife,Wellness,Powder,,False,139.76,88.73,36.5,False,False
P-00656,Oziva Oil 97,Oziva,Wellness,Oil,,False,236.44,152.65,35.4,False,False
P-00657,Himalaya Tablet 315,Himalaya,Wellness,Tablet,,False,729.77,495.3,32.1,False,False
P-00658,Himalaya Capsule 330,Himalaya,Wellness,Capsule,,False,405.71,259.91,35.9,False,False
P-00659,HealthKart Powder 540,HealthKart,Wellness,Powder,,False,440.57,281.55,36.1,False,False
P-00660,Setu Tablet 180,Setu,Wellness,Tablet,,False,673.51,405.23,39.8,False,False
P-00661,Amway Syrup 787,Amway,Wellness,Syrup,,False,211.62,143.59,32.1,False,False
P-00662,Setu Protein Bar 370,Setu,Wellness,Protein Bar,,False,294.7,192.76,34.6,False,False
P-00663,MuscleBlaze Powder 194,MuscleBlaze,Wellness,Powder,,False,512.16,339.57,33.7,False,False
P-00664,Herbalife Powder 562,Herbalife,Wellness,Powder,,False,186.41,126.09,32.4,False,False
P-00665,Patanjali Protein Bar 597,Patanjali,Wellness,Protein Bar,,False,516.78,337.69,34.7,False,False
P-00666,Setu Capsule 514,Setu,Wellness,Capsule,,False,343.24,216.3,37.0,False,False
P-00667,Patanjali Protein Bar 645,Patanjali,Wellness,Protein Bar,,False,363.53,234.8,35.4,False,False
P-00668,Herbalife Protein Bar 395,Herbalife,Wellness,Protein Bar,,False,305.39,195.63,35.9,False,False
P-00669,Kapiva Drink Mix 349,Kapiva,Wellness,Drink Mix,,False,655.84,414.91,36.7,False,False
P-00670,Oziva Protein Bar 631,Oziva,Wellness,Protein Bar,,False,283.82,184.76,34.9,False,False
P-00671,HealthKart Powder 159,HealthKart,Wellness,Powder,,False,399.3,243.96,38.9,False,False
P-00672,Wellbeing Nutrition Drink Mix 429,Wellbeing Nutrition,Wellness,Drink Mix,,False,297.2,185.1,37.7,False,False
P-00673,MuscleBlaze Drink Mix 157,MuscleBlaze,Wellness,Drink Mix,,False,157.88,96.78,38.7,False,False
P-00674,Patanjali Drink Mix 489,Patanjali,Wellness,Drink Mix,,False,541.87,355.65,34.4,False,False
P-00675,HealthKart Syrup 727,HealthKart,Wellness,Syrup,,False,234.35,151.06,35.5,False,False
P-00676,MuscleBlaze Syrup 608,MuscleBlaze,Wellness,Syrup,,False,290.11,189.77,34.6,False,False
P-00677,Oziva Drink Mix 625,Oziva,Wellness,Drink Mix,,False,239.33,155.05,35.2,False,False
P-00678,Himalaya Oil 794,Himalaya,Wellness,Oil,,False,404.03,251.72,37.7,False,False
P-00679,Amway Drink Mix 260,Amway,Wellness,Drink Mix,,False,354.38,216.85,38.8,False,False
P-00680,Herbalife Tablet 806,Herbalife,Wellness,Tablet,,False,301.18,183.15,39.2,False,False
P-00681,MuscleBlaze Gummies 517,MuscleBlaze,Wellness,Gummies,,False,119.31,75.34,36.9,False,False
P-00682,Kapiva Protein Bar 733,Kapiva,Wellness,Protein Bar,,False,542.49,364.77,32.8,False,False
P-00683,Oziva Protein Bar 620,Oziva,Wellness,Protein Bar,,False,711.37,434.01,39.0,False,False
P-00684,Herbalife Drink Mix 904,Herbalife,Wellness,Drink Mix,,False,100.89,64.86,35.7,False,False
P-00685,Setu Oil 335,Setu,Wellness,Oil,,False,232.54,145.62,37.4,False,False
P-00686,Wellbeing Nutrition Oil 682,Wellbeing Nutrition,Wellness,Oil,,False,154.72,96.61,37.6,False,False
P-00687,Amway Syrup 630,Amway,Wellness,Syrup,,False,390.04,243.59,37.5,False,False
P-00688,Herbalife Capsule 252,Herbalife,Wellness,Capsule,,False,209.57,129.03,38.4,False,False
P-00689,MuscleBlaze Tablet 197,MuscleBlaze,Wellness,Tablet,,False,507.98,337.84,33.5,False,False
P-00690,Kapiva Drink Mix 120,Kapiva,Wellness,Drink Mix,,False,718.85,471.13,34.5,False,False
P-00691,HealthKart Oil 819,HealthKart,Wellness,Oil,,False,292.13,195.71,33.0,False,False
P-00692,Setu Protein Bar 928,Setu,Wellness,Protein Bar,,False,431.02,283.36,34.3,False,False
P-00693,Kapiva Syrup 216,Kapiva,Wellness,Syrup,,False,582.37,350.56,39.8,False,False
P-00694,Oziva Drink Mix 51,Oziva,Wellness,Drink Mix,,False,441.69,298.65,32.4,False,False
P-00695,MuscleBlaze Powder 751,MuscleBlaze,Wellness,Powder,,False,937.64,618.67,34.0,False,False
P-00696,Himalaya Powder 876,Himalaya,Wellness,Powder,,False,346.61,231.43,33.2,False,False
P-00697,Wellbeing Nutrition Protein Bar 276,Wellbeing Nutrition,Wellness,Protein Bar,,False,774.99,504.37,34.9,False,False
P-00698,Oziva Oil 917,Oziva,Wellness,Oil,,False,466.37,279.95,40.0,False,False
P-00699,Setu Drink Mix 55,Setu,Wellness,Drink Mix,,False,127.13,77.18,39.3,False,False
P-00700,HealthKart Protein Bar 278,HealthKart,Wellness,Protein Bar,,False,524.47,317.87,39.4,False,False
P-00701,Kapiva Oil 84,Kapiva,Wellness,Oil,,False,209.51,131.14,37.4,False,False
P-00702,Himalaya Gummies 532,Himalaya,Wellness,Gummies,,False,647.38,416.7,35.6,False,False
P-00703,MuscleBlaze Capsule 376,MuscleBlaze,Wellness,Capsule,,False,269.95,170.94,36.7,False,False
P-00704,Kapiva Powder 550,Kapiva,Wellness,Powder,,False,295.15,181.44,38.5,False,False
P-00705,Amway Capsule 282,Amway,Wellness,Capsule,,False,187.28,117.49,37.3,False,False
P-00706,Amway Protein Bar 509,Amway,Wellness,Protein Bar,,False,353.86,237.39,32.9,False,False
P-00707,Wellbeing Nutrition Capsule 585,Wellbeing Nutrition,Wellness,Capsule,,False,142.73,89.52,37.3,False,False
P-00708,MuscleBlaze Syrup 329,MuscleBlaze,Wellness,Syrup,,False,177.72,115.21,35.2,False,False
P-00709,Oziva Capsule 178,Oziva,Wellness,Capsule,,False,381.53,230.3,39.6,False,False
P-00710,Setu Powder 505,Setu,Wellness,Powder,,False,451.86,297.78,34.1,False,False
P-00711,Patanjali Drink Mix 197,Patanjali,Wellness,Drink Mix,,False,286.27,190.94,33.3,False,False
P-00712,Patanjali Syrup 436,Patanjali,Wellness,Syrup,,False,504.27,313.28,37.9,False,False
P-00713,MuscleBlaze Powder 929,MuscleBlaze,Wellness,Powder,,False,238.24,159.78,32.9,False,False
P-00714,Amway Syrup 644,Amway,Wellness,Syrup,,False,307.13,195.57,36.3,False,False
P-00715,Kapiva Powder 430,Kapiva,Wellness,Powder,,False,595.23,387.06,35.0,False,False
P-00716,Himalaya Gummies 995,Himalaya,Wellness,Gummies,,False,380.58,230.19,39.5,False,False
P-00717,Oziva Capsule 539,Oziva,Wellness,Capsule,,False,1089.7,668.76,38.6,False,False
P-00718,Setu Oil 262,Setu,Wellness,Oil,,False,285.93,189.97,33.6,False,False
P-00719,Himalaya Gummies 607,Himalaya,Wellness,Gummies,,False,463.0,313.35,32.3,False,False
P-00720,Amway Oil 775,Amway,Wellness,Oil,,False,233.03,150.58,35.4,False,False
P-00721,HealthKart Drink Mix 639,HealthKart,Wellness,Drink Mix,,False,313.15,192.66,38.5,False,False
P-00722,Oziva Capsule 853,Oziva,Wellness,Capsule,,False,973.95,594.2,39.0,False,False
P-00723,Oziva Oil 701,Oziva,Wellness,Oil,,False,249.75,161.04,35.5,False,False
